1216,40,1
210,70,1
212,88,57
524,21,9
70,42,4
3142,71,1
644,21,1
2336,7,1
1696,57,13
2152,58,4
116,19,2
682,50,1
350,19,3
1182,55,1
788,83,1
1450,79,1
2100,91,2
316,40,4
2162,93,1
132,40,4
2106,59,1
3988,28,2
1946,93,1
2242,105,4
510,42,1
110,106,1
152,79,1
1312,27,2
4140,85,1
156,40,4
524,56,23
1084,3,24
2930,73,1
624,65,5
788,5,1
3240,105,3
3760,85,1
1880,5,1
2028,94,2
754,42,24
644,56,2
1870,50,1
1966,62,1
524,15,31
832,3,5
3642,14,2
376,84,13
996,10,3
398,53,1
644,15,2
2076,54,2
1312,106,7
524,77,25
1696,64,22
3472,2,1
62,20,1
4218,42,2
3784,36,1
3642,3,1
448,88,1
4368,65,2
682,59,1
2076,36,2
1674,93,1
348,8,1
2076,23,3
1084,14,15
1288,25,8
1422,2,3
70,51,2
212,61,13
1856,100,1
212,45,35
2052,48,1
152,97,4
230,25,1
1946,10,3
1416,15,1
376,99,4
244,86,1
350,73,3
226,30,2
824,9,1
2834,52,1
3240,14,2
1174,10,1
1406,55,2
826,55,6
322,67,2
2628,9,1
464,55,3
826,38,10
3240,3,2
222,81,1
832,105,1
2226,59,1
296,56,1
212,22,2
1312,64,15
2162,98,18
1696,106,3
706,26,1
3784,7,6
624,56,1
1416,21,2
2174,92,1
2162,33,1
748,99,1
156,78,1
3864,95,2
2336,23,2
524,65,49
266,92,1
2798,91,2
624,15,1
624,77,1
1674,10,1
3586,25,2
156,100,9
1696,27,11
320,29,1
2336,54,1
132,78,12
3266,63,4
834,32,3
1850,64,4
368,50,8
1862,57,1
134,5,3
198,56,1
640,52,2
2382,9,1
1450,28,1
92,67,3
2076,35,4
316,100,1
198,77,1
100,86,2
3730,63,1
4368,77,1
132,100,3
826,37,1
244,53,8
2100,19,2
1034,70,4
1696,37,2
1242,94,1
3864,88,1
2296,33,1
1926,25,1
832,59,6
4076,85,1
1182,64,1
788,20,1
2882,8,4
2226,105,1
152,7,10
4008,25,1
448,67,1
136,65,3
4210,90,1
2882,30,1
3988,36,1
212,81,19
198,71,1
3288,102,1
1388,101,1
350,39,2
1150,23,1
244,29,9
524,26,11
3266,8,8
2048,2,1
826,106,1
2352,67,1
2106,3,5
1356,9,17
398,30,1
1744,101,2
3142,65,1
152,35,7
108,99,3
3056,63,2
2416,7,2
1696,38,21
3736,60,1
1034,90,1
614,10,4
1696,55,5
3862,94,1
2798,102,1
1108,65,1
544,88,4
1978,84,14
1798,74,1
832,50,2
1450,35,5
152,87,3
3174,60,1
350,18,2
1006,74,1
212,67,8
1084,50,2
2102,5,2
832,69,1
2944,105,1
100,30,3
132,66,2
136,77,2
524,71,18
2416,23,8
2834,33,1
2076,79,1
316,89,2
3224,36,1
1182,27,2
316,66,1
3224,23,3
3172,5,2
4412,42,13
632,91,1
70,70,3
826,64,8
1856,2,6
1358,53,1
156,66,3
464,64,1
348,63,1
638,8,7
134,20,1
100,8,1
1108,21,4
1422,40,1
1312,38,14
1862,38,4
1978,62,1
1050,38,1
1312,55,21
1850,37,1
3198,57,2
1862,55,1
1050,55,1
2346,81,1
1356,49,2
3174,9,1
1450,54,1
202,62,6
564,20,1
152,23,3
212,95,39
244,8,9
834,104,5
3172,83,2
4182,36,3
2686,62,1
706,15,4
368,3,8
316,2,4
4182,23,3
2174,94,1
2162,52,2
136,21,2
1356,58,4
110,38,2
132,2,3
152,54,2
244,30,10
1312,37,8
754,70,1
852,52,1
152,103,1
1450,23,1
1356,60,7
464,57,1
3820,29,2
